,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
22,"mobileOG_000025806|cca|J7Q9S8|phage|regulation,infection|Multiple|Manual",ratio1_Esch_coli_MB19_NODE_5_length_83576_cov_100.225069_1601-12422_ratio1_Esch_coli_MB19_NODE_5_length_83576_cov_100.225069_5_4 # 3582 # 4820 # 1 # ID=97_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.565,99.0,834.0,412,2.4099999999999986e-308,413,1,412,1,412,mobileOG_000025806,cca,J7Q9S8,phage,"regulation,infection",Multiple,Manual,ratio1_Esch_coli_MB19_NODE_5_length_83576_cov_100.225069_1601-12422_ratio1_Esch_coli_MB19_NODE_5_length_83576_cov_100.225069_5_4, 3582 # 4820 # 1 , 3582,4820,1 ,97_4,97,4,00,GTG,GGA/GAG/AGG,5-10bp,0.565,ratio1_Esch_coli_MB19_NODE_5_length_83576_cov_100.225069_1601-12422_ratio1_Esch_coli_MB19_NODE_5_length_83576_cov_100.225069_5,mobileOG_000025806_ratio1_Esch_coli_MB19_NODE_5_length_83576_cov_100.225069_1601-12422_ratio1_Esch_coli_MB19_NODE_5_length_83576_cov_100.225069_5
23,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_38936-49598_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_43_4 # 3469 # 3765 # 1 # ID=105_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.471,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_38936-49598_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_43_4, 3469 # 3765 # 1 , 3469,3765,1 ,105_4,105,4,00,ATG,GGA/GAG/AGG,11-12bp,0.471,ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_38936-49598_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_43,mobileOG_000003237_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_38936-49598_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_43
24,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_39997-51154_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_44_4 # 2408 # 2704 # 1 # ID=106_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.471,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_39997-51154_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_44_4, 2408 # 2704 # 1 , 2408,2704,1 ,106_4,106,4,00,ATG,GGA/GAG/AGG,11-12bp,0.471,ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_39997-51154_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_44,mobileOG_000003237_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_39997-51154_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_44
25,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_41166-54270_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_45_2 # 1239 # 1535 # 1 # ID=107_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.471,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_41166-54270_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_45_2, 1239 # 1535 # 1 , 1239,1535,1 ,107_2,107,2,00,ATG,GGA/GAG/AGG,11-12bp,0.471,ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_41166-54270_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_45,mobileOG_000003237_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_41166-54270_ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_45
26,mobileOG_000026116|priC|F0JM94|replication/recombination/repair|NA|Plasmid RefSeq|Manual,ratio1_Esch_coli_MB19_NODE_19_length_42458_cov_96.961465_1356-12549_ratio1_Esch_coli_MB19_NODE_19_length_42458_cov_96.961465_7_9 # 10860 # 11192 # -1 # ID=109_9;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.598,96.4,197.0,175,3.479999999999999e-65,111,66,175,1,110,mobileOG_000026116,priC,F0JM94,replication/recombination/repair,NA,Plasmid RefSeq,Manual,ratio1_Esch_coli_MB19_NODE_19_length_42458_cov_96.961465_1356-12549_ratio1_Esch_coli_MB19_NODE_19_length_42458_cov_96.961465_7_9, 10860 # 11192 # -1 , 10860,11192,-1 ,109_9,109,9,01,Edge,None,None,0.598,ratio1_Esch_coli_MB19_NODE_19_length_42458_cov_96.961465_1356-12549_ratio1_Esch_coli_MB19_NODE_19_length_42458_cov_96.961465_7,mobileOG_000026116_ratio1_Esch_coli_MB19_NODE_19_length_42458_cov_96.961465_1356-12549_ratio1_Esch_coli_MB19_NODE_19_length_42458_cov_96.961465_7
27,mobileOG_000304542|traG|WP_001297077.1|transfer|conjugation|Plasmid RefSeq|Homology,ratio1_Esch_coli_MB19_NODE_32_length_34401_cov_99.728731_8619-19587_ratio1_Esch_coli_MB19_NODE_32_length_34401_cov_99.728731_15_8 # 7420 # 8022 # 1 # ID=110_8;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.433,99.0,402.0,200,2.7099999999999995e-144,201,1,200,1,200,mobileOG_000304542,traG,WP_001297077.1,transfer,conjugation,Plasmid RefSeq,Homology,ratio1_Esch_coli_MB19_NODE_32_length_34401_cov_99.728731_8619-19587_ratio1_Esch_coli_MB19_NODE_32_length_34401_cov_99.728731_15_8, 7420 # 8022 # 1 , 7420,8022,1 ,110_8,110,8,00,GTG,GGAG/GAGG,5-10bp,0.433,ratio1_Esch_coli_MB19_NODE_32_length_34401_cov_99.728731_8619-19587_ratio1_Esch_coli_MB19_NODE_32_length_34401_cov_99.728731_15,mobileOG_000304542_ratio1_Esch_coli_MB19_NODE_32_length_34401_cov_99.728731_8619-19587_ratio1_Esch_coli_MB19_NODE_32_length_34401_cov_99.728731_15
28,"mobileOG_000025715|ihfB|WP_002898165.1|integration/excision|regulation,lysis/lysogeny|Plasmid RefSeq|Manual",ratio1_Esch_coli_MB19_NODE_34_length_33723_cov_112.674557_14375-26123_ratio1_Esch_coli_MB19_NODE_34_length_33723_cov_112.674557_17_9 # 9258 # 9542 # -1 # ID=112_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.491,97.8,187.0,95,8.879999999999998e-63,95,1,93,1,93,mobileOG_000025715,ihfB,WP_002898165.1,integration/excision,"regulation,lysis/lysogeny",Plasmid RefSeq,Manual,ratio1_Esch_coli_MB19_NODE_34_length_33723_cov_112.674557_14375-26123_ratio1_Esch_coli_MB19_NODE_34_length_33723_cov_112.674557_17_9, 9258 # 9542 # -1 , 9258,9542,-1 ,112_9,112,9,00,ATG,GGAGG,3-4bp,0.491,ratio1_Esch_coli_MB19_NODE_34_length_33723_cov_112.674557_14375-26123_ratio1_Esch_coli_MB19_NODE_34_length_33723_cov_112.674557_17,mobileOG_000025715_ratio1_Esch_coli_MB19_NODE_34_length_33723_cov_112.674557_14375-26123_ratio1_Esch_coli_MB19_NODE_34_length_33723_cov_112.674557_17
29,mobileOG_000002433|dinI|WP_001217754.1|replication/recombination/repair|NA|Multiple|Manual,ratio1_Esch_coli_MB19_NODE_45_length_29090_cov_104.071982_3718-14926_ratio1_Esch_coli_MB19_NODE_45_length_29090_cov_104.071982_12_4 # 2125 # 2370 # -1 # ID=114_4;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.476,98.8,160.0,81,2.3099999999999997e-52,82,1,81,1,81,mobileOG_000002433,dinI,WP_001217754.1,replication/recombination/repair,NA,Multiple,Manual,ratio1_Esch_coli_MB19_NODE_45_length_29090_cov_104.071982_3718-14926_ratio1_Esch_coli_MB19_NODE_45_length_29090_cov_104.071982_12_4, 2125 # 2370 # -1 , 2125,2370,-1 ,114_4,114,4,00,ATG,AGxAGG/AGGxGG,5-10bp,0.476,ratio1_Esch_coli_MB19_NODE_45_length_29090_cov_104.071982_3718-14926_ratio1_Esch_coli_MB19_NODE_45_length_29090_cov_104.071982_12,mobileOG_000002433_ratio1_Esch_coli_MB19_NODE_45_length_29090_cov_104.071982_3718-14926_ratio1_Esch_coli_MB19_NODE_45_length_29090_cov_104.071982_12
30,mobileOG_000045297|NA|WP_134806729.1|integration/excision|NA|COMPASS|Homology,ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_5663-12906_ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_13_8 # 6725 # 7018 # 1 # ID=124_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.558,100.0,201.0,97,4.889999999999999e-68,98,1,97,1,97,mobileOG_000045297,NA,WP_134806729.1,integration/excision,NA,COMPASS,Homology,ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_5663-12906_ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_13_8, 6725 # 7018 # 1 , 6725,7018,1 ,124_8,124,8,00,ATG,None,None,0.558,ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_5663-12906_ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_13,mobileOG_000045297_ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_5663-12906_ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_13
31,mobileOG_000071197|insB_2|NA|integration/excision|NA|COMPASS|Homology,ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_5663-12906_ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_13_9 # 7019 # 7228 # 1 # ID=124_9;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.519,100.0,140.0,69,4.2299999999999995e-45,70,1,69,1,69,mobileOG_000071197,insB_2,NA,integration/excision,NA,COMPASS,Homology,ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_5663-12906_ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_13_9, 7019 # 7228 # 1 , 7019,7228,1 ,124_9,124,9,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.519,ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_5663-12906_ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_13,mobileOG_000071197_ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_5663-12906_ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_13
32,mobileOG_000321643|ecnB|WP_000977757.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_1-10433_ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_8_4 # 2809 # 2931 # 1 # ID=129_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.553,100.0,78.6,41,3.3500000000000002e-21,41,2,41,1,40,mobileOG_000321643,ecnB,WP_000977757.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_1-10433_ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_8_4, 2809 # 2931 # 1 , 2809,2931,1 ,129_4,129,4,00,ATG,GGA/GAG/AGG,5-10bp,0.553,ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_1-10433_ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_8,mobileOG_000321643_ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_1-10433_ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_8
33,mobileOG_000330413|ecnB|ETJ37164.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_1-10433_ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_8_5 # 3042 # 3188 # 1 # ID=129_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.483,100.0,88.2,48,8.370000000000002e-25,49,1,48,1,48,mobileOG_000330413,ecnB,ETJ37164.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_1-10433_ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_8_5, 3042 # 3188 # 1 , 3042,3188,1 ,129_5,129,5,00,ATG,AGGA,5-10bp,0.483,ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_1-10433_ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_8,mobileOG_000330413_ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_1-10433_ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_8
34,mobileOG_000326289|alkB|WP_000884919.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,ratio1_Esch_coli_MB19_NODE_195_length_4192_cov_62.609862_1-4192_ratio1_Esch_coli_MB19_NODE_195_length_4192_cov_62.609862_2_3 # 3722 # 4192 # -1 # ID=135_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.516,100.0,340.0,216,2.7699999999999992e-120,157,61,216,1,156,mobileOG_000326289,alkB,WP_000884919.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,ratio1_Esch_coli_MB19_NODE_195_length_4192_cov_62.609862_1-4192_ratio1_Esch_coli_MB19_NODE_195_length_4192_cov_62.609862_2_3, 3722 # 4192 # -1 , 3722,4192,-1 ,135_3,135,3,01,Edge,None,None,0.516,ratio1_Esch_coli_MB19_NODE_195_length_4192_cov_62.609862_1-4192_ratio1_Esch_coli_MB19_NODE_195_length_4192_cov_62.609862_2,mobileOG_000326289_ratio1_Esch_coli_MB19_NODE_195_length_4192_cov_62.609862_1-4192_ratio1_Esch_coli_MB19_NODE_195_length_4192_cov_62.609862_2
35,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_409-13513_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_8_12 # 11571 # 11867 # -1 # ID=138_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.475,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_409-13513_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_8_12, 11571 # 11867 # -1 , 11571,11867,-1 ,138_12,138,12,00,ATG,GGA/GAG/AGG,11-12bp,0.475,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_409-13513_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_8,mobileOG_000003237_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_409-13513_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_8
36,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_3525-14682_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_9_9 # 8455 # 8751 # -1 # ID=139_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.475,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_3525-14682_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_9_9, 8455 # 8751 # -1 , 8455,8751,-1 ,139_9,139,9,00,ATG,GGA/GAG/AGG,11-12bp,0.475,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_3525-14682_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_9,mobileOG_000003237_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_3525-14682_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_9
37,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_5081-15743_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_10_8 # 6899 # 7195 # -1 # ID=140_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.475,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_5081-15743_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_10_8, 6899 # 7195 # -1 , 6899,7195,-1 ,140_8,140,8,00,ATG,GGA/GAG/AGG,11-12bp,0.475,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_5081-15743_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_10,mobileOG_000003237_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_5081-15743_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_10
38,"mobileOG_000025806|cca|J7Q9S8|phage|regulation,infection|Multiple|Manual",ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_205280-216101_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_203_8 # 6004 # 7242 # -1 # ID=141_8;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.568,100.0,842.0,412,3.06e-311,413,1,412,1,412,mobileOG_000025806,cca,J7Q9S8,phage,"regulation,infection",Multiple,Manual,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_205280-216101_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_203_8, 6004 # 7242 # -1 , 6004,7242,-1 ,141_8,141,8,00,GTG,GGA/GAG/AGG,5-10bp,0.568,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_205280-216101_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_203,mobileOG_000025806_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_205280-216101_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_203
39,mobileOG_000026107|parE|P20083|replication/recombination/repair|partitioning|Multiple|Manual,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_226913-238394_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_222_10 # 9201 # 11093 # 1 # ID=142_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.535,100.0,1255.0,630,0.0,631,1,630,1,630,mobileOG_000026107,parE,P20083,replication/recombination/repair,partitioning,Multiple,Manual,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_226913-238394_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_222_10, 9201 # 11093 # 1 , 9201,11093,1 ,142_10,142,10,00,ATG,None,None,0.535,ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_226913-238394_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_222,mobileOG_000026107_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_226913-238394_ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_222
40,mobileOG_000335061|alkB|WP_000884957.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_148795-160438_ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_134_8 # 6720 # 7370 # -1 # ID=153_8;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.524,99.5,455.0,216,5.889999999999998e-165,217,1,216,1,216,mobileOG_000335061,alkB,WP_000884957.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_148795-160438_ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_134_8, 6720 # 7370 # -1 , 6720,7370,-1 ,153_8,153,8,00,ATG,AGGAG,5-10bp,0.524,ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_148795-160438_ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_134,mobileOG_000335061_ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_148795-160438_ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_134
41,mobileOG_000002433|dinI|WP_001217754.1|replication/recombination/repair|NA|Multiple|Manual,ratio1_Esch_coli_TUM20902_NODE_4_length_189730_cov_51.478255_76750-87958_ratio1_Esch_coli_TUM20902_NODE_4_length_189730_cov_51.478255_95_12 # 8840 # 9085 # 1 # ID=154_12;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.480,100.0,162.0,81,3.9799999999999997e-53,82,1,81,1,81,mobileOG_000002433,dinI,WP_001217754.1,replication/recombination/repair,NA,Multiple,Manual,ratio1_Esch_coli_TUM20902_NODE_4_length_189730_cov_51.478255_76750-87958_ratio1_Esch_coli_TUM20902_NODE_4_length_189730_cov_51.478255_95_12, 8840 # 9085 # 1 , 8840,9085,1 ,154_12,154,12,00,ATG,AGxAGG/AGGxGG,5-10bp,0.480,ratio1_Esch_coli_TUM20902_NODE_4_length_189730_cov_51.478255_76750-87958_ratio1_Esch_coli_TUM20902_NODE_4_length_189730_cov_51.478255_95,mobileOG_000002433_ratio1_Esch_coli_TUM20902_NODE_4_length_189730_cov_51.478255_76750-87958_ratio1_Esch_coli_TUM20902_NODE_4_length_189730_cov_51.478255_95
42,mobileOG_000026116|priC|F0JM94|replication/recombination/repair|NA|Plasmid RefSeq|Manual,ratio1_Esch_coli_TUM20902_NODE_8_length_135035_cov_52.301800_33469-44662_ratio1_Esch_coli_TUM20902_NODE_8_length_135035_cov_52.301800_25_1 # 2 # 505 # 1 # ID=157_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.597,95.8,303.0,175,4.479999999999999e-106,168,9,175,1,167,mobileOG_000026116,priC,F0JM94,replication/recombination/repair,NA,Plasmid RefSeq,Manual,ratio1_Esch_coli_TUM20902_NODE_8_length_135035_cov_52.301800_33469-44662_ratio1_Esch_coli_TUM20902_NODE_8_length_135035_cov_52.301800_25_1, 2 # 505 # 1 , 2,505,1 ,157_1,157,1,10,Edge,None,None,0.597,ratio1_Esch_coli_TUM20902_NODE_8_length_135035_cov_52.301800_33469-44662_ratio1_Esch_coli_TUM20902_NODE_8_length_135035_cov_52.301800_25,mobileOG_000026116_ratio1_Esch_coli_TUM20902_NODE_8_length_135035_cov_52.301800_33469-44662_ratio1_Esch_coli_TUM20902_NODE_8_length_135035_cov_52.301800_25
43,mobileOG_000304542|traG|WP_001297077.1|transfer|conjugation|Plasmid RefSeq|Homology,ratio1_Esch_coli_TUM20902_NODE_13_length_109449_cov_50.844516_8970-19938_ratio1_Esch_coli_TUM20902_NODE_13_length_109449_cov_50.844516_15_5 # 2948 # 3550 # -1 # ID=160_5;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.438,99.5,404.0,200,2.3199999999999994e-145,201,1,200,1,200,mobileOG_000304542,traG,WP_001297077.1,transfer,conjugation,Plasmid RefSeq,Homology,ratio1_Esch_coli_TUM20902_NODE_13_length_109449_cov_50.844516_8970-19938_ratio1_Esch_coli_TUM20902_NODE_13_length_109449_cov_50.844516_15_5, 2948 # 3550 # -1 , 2948,3550,-1 ,160_5,160,5,00,GTG,GGAG/GAGG,5-10bp,0.438,ratio1_Esch_coli_TUM20902_NODE_13_length_109449_cov_50.844516_8970-19938_ratio1_Esch_coli_TUM20902_NODE_13_length_109449_cov_50.844516_15,mobileOG_000304542_ratio1_Esch_coli_TUM20902_NODE_13_length_109449_cov_50.844516_8970-19938_ratio1_Esch_coli_TUM20902_NODE_13_length_109449_cov_50.844516_15
44,mobileOG_000352862|seqA|WP_000848387.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,ratio1_Esch_coli_TUM20902_NODE_19_length_79291_cov_52.313305_54164-64841_ratio1_Esch_coli_TUM20902_NODE_19_length_79291_cov_52.313305_55_7 # 8155 # 8700 # -1 # ID=161_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.500,100.0,353.0,181,1.0399999999999997e-125,182,1,181,1,181,mobileOG_000352862,seqA,WP_000848387.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,ratio1_Esch_coli_TUM20902_NODE_19_length_79291_cov_52.313305_54164-64841_ratio1_Esch_coli_TUM20902_NODE_19_length_79291_cov_52.313305_55_7, 8155 # 8700 # -1 , 8155,8700,-1 ,161_7,161,7,00,ATG,GGA/GAG/AGG,5-10bp,0.500,ratio1_Esch_coli_TUM20902_NODE_19_length_79291_cov_52.313305_54164-64841_ratio1_Esch_coli_TUM20902_NODE_19_length_79291_cov_52.313305_55,mobileOG_000352862_ratio1_Esch_coli_TUM20902_NODE_19_length_79291_cov_52.313305_54164-64841_ratio1_Esch_coli_TUM20902_NODE_19_length_79291_cov_52.313305_55
