cds,sample,ref,ARG,mobility,size,cluster
A1005_Esch_coli_L37_NODE_68_length_21009_cov_152.647275_8,A1005,Esch_coli_L37,gb|AAC76298.1|ARO:3000502|AcrF,mobile,13104,Cluster 1566
A1005_Esch_coli_L37_NODE_68_length_21009_cov_152.647275_9,A1005,Esch_coli_L37,gb|AAC76297.1|ARO:3000499|AcrE,mobile,11157,Cluster 8673
A1005_Esch_coli_L37_NODE_72_length_19148_cov_100.346148_1,A1005,Esch_coli_L37,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,7188,Cluster 2689
A1005_Esch_coli_L37_NODE_72_length_19148_cov_100.346148_2,A1005,Esch_coli_L37,gb|AAC75137.1|ARO:3000794|mdtC,non-mobile,10266,Cluster 1848
A1005_Esch_coli_L37_NODE_72_length_19148_cov_100.346148_4,A1005,Esch_coli_L37,gb|BAA15934.1|ARO:3000829|baeS,non-mobile,11403,Cluster 5360
A1005_Esch_coli_L37_NODE_72_length_19148_cov_100.346148_5,A1005,Esch_coli_L37,gb|BAA15935.1|ARO:3000828|baeR,non-mobile,10722,Cluster 12541
A1005_Esch_coli_L37_NODE_76_length_18308_cov_160.836301_13,A1005,Esch_coli_L37,gb|WP_063610930.1|ARO:3006876|EC-15,mobile,9639,Cluster 8115
A1005_Esch_coli_L37_NODE_78_length_17412_cov_123.569741_8,A1005,Esch_coli_L37,gb|ABV18113.1|ARO:3001329|mdtG,non-mobile,11226,Cluster 6256
A1005_plasmid_NODE_1_length_9096_cov_112.197569_cutoff_70_type_circular_11,A1005,plasmid,gb|AAN06707.1|ARO:3000165|tet(A),mobile,9096,Cluster 7542
A1005_plasmid_NODE_1_length_9096_cov_112.197569_cutoff_70_type_circular_2,A1005,plasmid,gb|AAC23556.1|ARO:3002660|APH(6)-Id,mobile,9096,Cluster 11195
A1005_plasmid_NODE_1_length_9096_cov_112.197569_cutoff_70_type_circular_3,A1005,plasmid,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,mobile,9096,Cluster 10164
A1005_plasmid_NODE_1_length_9096_cov_112.197569_cutoff_70_type_circular_4,A1005,plasmid,gb|AHK10285.1|ARO:3002859|dfrA14,mobile,9096,Cluster 16327
A1005_plasmid_NODE_1_length_9096_cov_112.197569_cutoff_70_type_circular_5,A1005,plasmid,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,mobile,9096,Cluster 14733
A1005_plasmid_NODE_1_length_9096_cov_112.197569_cutoff_70_type_circular_6,A1005,plasmid,gb|AAL59753.1|ARO:3000412|sul2,mobile,9096,Cluster 9989
A1005_unmapped_NODE_1004_length_470_cov_1.706024_1,A1005,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,469,Cluster 1566
A1005_unmapped_NODE_1004_length_470_cov_1.706024_2,A1005,unmapped,gb|AAC76297.1|ARO:3000499|AcrE,not known,469,Cluster 28728
A1005_unmapped_NODE_1097_length_433_cov_1.478836_2,A1005,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,432,Cluster 1848
A1005_unmapped_NODE_1148_length_417_cov_1.389503_1,A1005,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,416,Cluster 17765
A1005_unmapped_NODE_1255_length_387_cov_1.048193_1,A1005,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,386,Cluster 23302
A1005_unmapped_NODE_1281_length_382_cov_1.327217_1,A1005,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,not known,381,Cluster 18853
A1005_unmapped_NODE_1286_length_381_cov_1.042945_1,A1005,unmapped,gb|BAA15934.1|ARO:3000829|baeS,not known,380,Cluster 18965
A1005_unmapped_NODE_1429_length_357_cov_0.956954_1,A1005,unmapped,gb|BAE77933.1|ARO:3000518|CRP,not known,356,Cluster 19798
A1005_unmapped_NODE_148_length_2843_cov_101.183644_3,A1005,unmapped,gb|AAN06707.1|ARO:3000165|tet(A),not known,2842,Cluster 7543
A1005_unmapped_NODE_15_length_13110_cov_77.885025_14,A1005,unmapped,gb|AAC75089.1|ARO:3003577|ugd,non-mobile,5473,Cluster 16494
A1005_unmapped_NODE_1579_length_334_cov_1.243728_1,A1005,unmapped,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,not known,333,Cluster 20644
A1005_unmapped_NODE_1580_length_334_cov_1.172043_1,A1005,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,333,Cluster 23492
A1005_unmapped_NODE_1643_length_324_cov_1.579926_1,A1005,unmapped,gb|AAC73788.1|ARO:3003841|kdpE,not known,323,Cluster 32714
A1005_unmapped_NODE_1652_length_323_cov_1.682836_1,A1005,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,322,Cluster 571
A1005_unmapped_NODE_166_length_2599_cov_71.436321_1,A1005,unmapped,gb|AAL59753.1|ARO:3000412|sul2,mobile,2598,Cluster 13843
A1005_unmapped_NODE_173_length_2509_cov_19.401385_3,A1005,unmapped,gb|AAC74149.2|ARO:3001216|mdtH,not known,2508,Cluster 7285
A1005_unmapped_NODE_1803_length_305_cov_1.804000_1,A1005,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,mobile,304,Cluster 30600
A1005_unmapped_NODE_1943_length_291_cov_1.220339_1,A1005,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,290,Cluster 22771
A1005_unmapped_NODE_1997_length_287_cov_0.754310_1,A1005,unmapped,gb|BAE78116.1|ARO:3003576|eptA,not known,286,Cluster 23138
A1005_unmapped_NODE_2023_length_284_cov_1.441048_1,A1005,unmapped,gb|BAA16547.1|ARO:3000027|emrA,not known,283,Cluster 23303
A1005_unmapped_NODE_207_length_2097_cov_15.380999_2,A1005,unmapped,gb|AAC77293.1|ARO:3001214|mdtM,not known,2096,Cluster 6466
A1005_unmapped_NODE_2136_length_276_cov_2.773756_1,A1005,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,275,Cluster 29043
A1005_unmapped_NODE_2296_length_268_cov_0.901408_1,A1005,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,267,Cluster 24324
A1005_unmapped_NODE_2313_length_267_cov_1.127358_1,A1005,unmapped,gb|AAC75733.1|ARO:3000074|emrB,not known,266,Cluster 4245
A1005_unmapped_NODE_2317_length_267_cov_0.900943_1,A1005,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,266,Cluster 24325
A1005_unmapped_NODE_232_length_1896_cov_25.354699_1,A1005,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,1895,Cluster 3229
A1005_unmapped_NODE_2449_length_260_cov_1.726829_1,A1005,unmapped,gb|CAA77936.1|ARO:3004039|Ecol_emrE,not known,259,Cluster 25050
A1005_unmapped_NODE_2534_length_256_cov_1.358209_1,A1005,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,255,Cluster 1847
A1005_unmapped_NODE_2543_length_256_cov_0.945274_1,A1005,unmapped,gb|BAE78116.1|ARO:3003576|eptA,not known,255,Cluster 25533
A1005_unmapped_NODE_2617_length_253_cov_0.848485_1,A1005,unmapped,gb|AAC75731.1|ARO:3000516|emrR,not known,252,Cluster 25795
A1005_unmapped_NODE_2683_length_250_cov_1.256410_1,A1005,unmapped,gb|BAA15934.1|ARO:3000829|baeS,not known,249,Cluster 27490
A1005_unmapped_NODE_2712_length_249_cov_0.989691_1,A1005,unmapped,gb|WP_063860256.1|ARO:3006878|EC-18,not known,248,Cluster 8112
A1005_unmapped_NODE_2738_length_248_cov_0.984456_1,A1005,unmapped,gb|BAA16547.1|ARO:3000027|emrA,not known,247,Cluster 26075
A1005_unmapped_NODE_274_length_1699_cov_20.449513_1,A1005,unmapped,gb|BAE78083.1|ARO:3003549|mdtO,not known,1698,Cluster 3653
A1005_unmapped_NODE_2753_length_247_cov_1.020833_1,A1005,unmapped,gb|BAE77933.1|ARO:3000518|CRP,not known,246,Cluster 30217
A1005_unmapped_NODE_2813_length_245_cov_0.821053_1,A1005,unmapped,gb|ACN32294.1|ARO:3000237|TolC,not known,244,Cluster 26384
A1005_unmapped_NODE_3_length_23657_cov_66.181934_14,A1005,unmapped,gb|CAE51638.1|ARO:3002641|APH(3')-Ia,mobile,10815,Cluster 11648
A1005_unmapped_NODE_3097_length_232_cov_0.757062_1,A1005,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,not known,231,Cluster 27491
A1005_unmapped_NODE_3107_length_231_cov_1.363636_1,A1005,unmapped,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,not known,230,Cluster 27812
A1005_unmapped_NODE_3133_length_230_cov_0.737143_1,A1005,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,229,Cluster 27813
A1005_unmapped_NODE_3140_length_229_cov_1.459770_1,A1005,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,228,Cluster 27814
A1005_unmapped_NODE_3249_length_225_cov_0.858824_1,A1005,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,224,Cluster 574
A1005_unmapped_NODE_3249_length_225_cov_0.858824_2,A1005,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,224,Cluster 31767
A1005_unmapped_NODE_3310_length_222_cov_0.820359_1,A1005,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,221,Cluster 2270
A1005_unmapped_NODE_3320_length_221_cov_1.445783_1,A1005,unmapped,gb|BAE78082.1|ARO:3003550|mdtP,not known,220,Cluster 30696
A1005_unmapped_NODE_3324_length_221_cov_1.138554_1,A1005,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,220,Cluster 28729
A1005_unmapped_NODE_336_length_1529_cov_131.416554_2,A1005,unmapped,gb|CAD09800.1|ARO:3000873|TEM-1,mobile,1528,Cluster 10985
A1005_unmapped_NODE_3450_length_216_cov_1.192547_1,A1005,unmapped,gb|BAE78116.1|ARO:3003576|eptA,not known,215,Cluster 3592
A1005_unmapped_NODE_3576_length_211_cov_1.307692_1,A1005,unmapped,gb|AAC75136.1|ARO:3000793|mdtB,not known,210,Cluster 572
A1005_unmapped_NODE_37_length_8117_cov_38.020590_5,A1005,unmapped,gb|AAC75271.1|ARO:3003952|YojI,mobile,8116,Cluster 3694
A1005_unmapped_NODE_47_length_6593_cov_150.930407_1,A1005,unmapped,gb|ACJ63262.1|ARO:3003107|mef(B),mobile,5312,Cluster 22536
A1005_unmapped_NODE_47_length_6593_cov_150.930407_6,A1005,unmapped,gb|ACJ63260.1|ARO:3000413|sul3,mobile,6592,Cluster 11856
A1005_unmapped_NODE_47_length_6593_cov_150.930407_8,A1005,unmapped,gb|AAZ42322.1|ARO:3005098|qacL,mobile,6592,Cluster 20643
A1005_unmapped_NODE_47_length_6593_cov_150.930407_9,A1005,unmapped,gb|AAO49597.1|ARO:3002601|aadA,mobile,6592,Cluster 11676
A1005_unmapped_NODE_497_length_1114_cov_4.555241_1,A1005,unmapped,gb|AAC75089.1|ARO:3003577|ugd,not known,1113,Cluster 12239
A1005_unmapped_NODE_54_length_5898_cov_126.388328_3,A1005,unmapped,gb|ABF47469.1|ARO:3002790|QnrS1,mobile,5897,Cluster 13684
A1005_unmapped_NODE_546_length_1013_cov_1.379958_1,A1005,unmapped,gb|AAC75136.1|ARO:3000793|mdtB,not known,1012,Cluster 30765
A1005_unmapped_NODE_546_length_1013_cov_1.379958_2,A1005,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,1012,Cluster 12132
A1005_unmapped_NODE_594_length_932_cov_4.042189_1,A1005,unmapped,gb|ACN32294.1|ARO:3000237|TolC,not known,931,Cluster 14649
A1005_unmapped_NODE_651_length_814_cov_16.942029_1,A1005,unmapped,gb|AAC23556.1|ARO:3002660|APH(6)-Id,not known,813,Cluster 10982
A1005_unmapped_NODE_670_length_778_cov_49.367911_1,A1005,unmapped,gb|AHK10285.1|ARO:3002859|dfrA14,not known,777,Cluster 16359
A1005_unmapped_NODE_738_length_693_cov_111.829154_1,A1005,unmapped,gb|ABB89122.1|ARO:3002861|dfrA5,not known,692,Cluster 16495
A1005_unmapped_NODE_74_length_5023_cov_56.060588_1,A1005,unmapped,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,5022,Cluster 4955
A1005_unmapped_NODE_74_length_5023_cov_56.060588_2,A1005,unmapped,gb|AAC75135.2|ARO:3000792|mdtA,non-mobile,5022,Cluster 5904
A1005_unmapped_NODE_888_length_546_cov_0.898167_1,A1005,unmapped,gb|BAE78084.1|ARO:3003548|mdtN,not known,545,Cluster 15219
A1005_unmapped_NODE_990_length_475_cov_0.880952_1,A1005,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,474,Cluster 16496
A1005_unmapped_NODE_992_length_474_cov_10.224344_1,A1005,unmapped,gb|AAC75429.1|ARO:3000833|evgS,not known,473,Cluster 2
A1009_Esch_coli_442_2_NODE_1_length_216895_cov_172.466690_17,A1009,Esch_coli_442_2,gb|AAC75314.1|ARO:3003578|PmrF,non-mobile,10968,Cluster 10236
A1009_Esch_coli_442_2_NODE_1_length_216895_cov_172.466690_177,A1009,Esch_coli_442_2,gb|BAA15935.1|ARO:3000828|baeR,non-mobile,10722,Cluster 12542
A1009_Esch_coli_442_2_NODE_1_length_216895_cov_172.466690_178,A1009,Esch_coli_442_2,gb|BAA15934.1|ARO:3000829|baeS,non-mobile,11403,Cluster 5361
A1009_Esch_coli_442_2_NODE_1_length_216895_cov_172.466690_180,A1009,Esch_coli_442_2,gb|AAC75137.1|ARO:3000794|mdtC,non-mobile,12692,Cluster 1849
A1009_Esch_coli_442_2_NODE_1_length_216895_cov_172.466690_181,A1009,Esch_coli_442_2,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,9614,Cluster 577
A1009_Esch_coli_442_2_NODE_1_length_216895_cov_172.466690_182,A1009,Esch_coli_442_2,gb|AAC75135.2|ARO:3000792|mdtA,non-mobile,6492,Cluster 5905
A1009_Esch_coli_442_2_NODE_1_length_216895_cov_172.466690_50,A1009,Esch_coli_442_2,gb|AAC75271.1|ARO:3003952|YojI,mobile,11304,Cluster 6328
A1009_Esch_coli_442_2_NODE_1_length_216895_cov_172.466690_51,A1009,Esch_coli_442_2,gb|AAC75271.1|ARO:3003952|YojI,mobile,10344,Cluster 3757
A1009_Esch_coli_442_2_NODE_10_length_140713_cov_176.261819_5,A1009,Esch_coli_442_2,gb|AAC75733.1|ARO:3000074|emrB,non-mobile,10210,Cluster 4246
A1009_Esch_coli_442_2_NODE_10_length_140713_cov_176.261819_6,A1009,Esch_coli_442_2,gb|BAA16547.1|ARO:3000027|emrA,non-mobile,11172,Cluster 7894
A1009_Esch_coli_442_2_NODE_10_length_140713_cov_176.261819_7,A1009,Esch_coli_442_2,gb|AAC75731.1|ARO:3000516|emrR,non-mobile,10530,Cluster 15398
A1009_Esch_coli_442_2_NODE_11_length_132810_cov_193.378072_90,A1009,Esch_coli_442_2,gb|AAC73564.1|ARO:3000216|acrB,non-mobile,13149,Cluster 319
A1009_Esch_coli_442_2_NODE_11_length_132810_cov_193.378072_91,A1009,Esch_coli_442_2,gb|AAC73565.1|ARO:3004043|Ecol_acrA,mobile,11193,Cluster 7582
A1009_Esch_coli_442_2_NODE_12_length_126936_cov_176.954099_14,A1009,Esch_coli_442_2,gb|AAC74000.1|ARO:3003950|msbA,mobile,11748,Cluster 3329
A1009_Esch_coli_442_2_NODE_12_length_126936_cov_176.954099_85,A1009,Esch_coli_442_2,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,non-mobile,11232,Cluster 6619
A1009_Esch_coli_442_2_NODE_19_length_103035_cov_230.967615_59,A1009,Esch_coli_442_2,gb|BAE77933.1|ARO:3000518|CRP,non-mobile,10632,Cluster 13945
A1009_Esch_coli_442_2_NODE_2_length_212801_cov_150.140252_117,A1009,Esch_coli_442_2,gb|BAA15221.2|ARO:3000263|marA,non-mobile,10383,Cluster 18693
A1009_Esch_coli_442_2_NODE_20_length_96009_cov_212.697021_40,A1009,Esch_coli_442_2,gb|ACN32294.1|ARO:3000237|TolC,mobile,11481,Cluster 4755
A1009_Esch_coli_442_2_NODE_20_length_96009_cov_212.697021_61,A1009,Esch_coli_442_2,gb|AAC76093.1|ARO:3002986|bacA,mobile,10821,Cluster 11440
A1009_Esch_coli_442_2_NODE_23_length_87842_cov_226.593174_64,A1009,Esch_coli_442_2,gb|BAB38260.1|ARO:3000830|cpxA,non-mobile,11373,Cluster 5641
A1009_Esch_coli_442_2_NODE_26_length_65693_cov_217.394177_23,A1009,Esch_coli_442_2,gb|BAE77778.1|ARO:3000508|gadX,non-mobile,10824,Cluster 11159
A1009_Esch_coli_442_2_NODE_26_length_65693_cov_217.394177_24,A1009,Esch_coli_442_2,gb|ANK04027.1|ARO:3003838|gadW,non-mobile,10728,Cluster 12396
A1009_Esch_coli_442_2_NODE_26_length_65693_cov_217.394177_26,A1009,Esch_coli_442_2,gb|AAC76539.1|ARO:3000796|mdtF,non-mobile,13113,Cluster 956
A1009_Esch_coli_442_2_NODE_26_length_65693_cov_217.394177_27,A1009,Esch_coli_442_2,gb|BAE77781.1|ARO:3000795|mdtE,non-mobile,11157,Cluster 8675
A1009_Esch_coli_442_2_NODE_27_length_61443_cov_217.417036_33,A1009,Esch_coli_442_2,gb|AAC77293.1|ARO:3001214|mdtM,mobile,11232,Cluster 6620
A1009_Esch_coli_442_2_NODE_3_length_192955_cov_188.049736_54,A1009,Esch_coli_442_2,gb|BAA16344.1|ARO:3000491|acrD,non-mobile,13113,Cluster 955
A1009_Esch_coli_442_2_NODE_32_length_43612_cov_163.468995_10,A1009,Esch_coli_442_2,gb|AAC75429.1|ARO:3000833|evgS,non-mobile,13593,Cluster 1
A1009_Esch_coli_442_2_NODE_32_length_43612_cov_163.468995_7,A1009,Esch_coli_442_2,gb|BAA11237.1|ARO:3000254|emrY,non-mobile,11538,Cluster 4247
A1009_Esch_coli_442_2_NODE_32_length_43612_cov_163.468995_8,A1009,Esch_coli_442_2,gb|BAA11236.1|ARO:3000206|emrK,non-mobile,11163,Cluster 8479
A1009_Esch_coli_442_2_NODE_32_length_43612_cov_163.468995_9,A1009,Esch_coli_442_2,gb|BAB36671.1|ARO:3000832|evgA,non-mobile,10614,Cluster 14264
A1009_Esch_coli_442_2_NODE_41_length_30993_cov_189.370612_20,A1009,Esch_coli_442_2,gb|AAC73788.1|ARO:3003841|kdpE,non-mobile,10677,Cluster 13203
A1009_Esch_coli_442_2_NODE_45_length_26048_cov_154.952526_6,A1009,Esch_coli_442_2,gb|BAB35162.1|ARO:3000676|H-NS,mobile,10413,Cluster 17845
A1009_Esch_coli_442_2_NODE_50_length_22816_cov_231.769123_7,A1009,Esch_coli_442_2,gb|WP_063610930.1|ARO:3006876|EC-15,mobile,11166,Cluster 8117
A1009_Esch_coli_442_2_NODE_7_length_175499_cov_161.812920_22,A1009,Esch_coli_442_2,gb|ABV18113.1|ARO:3001329|mdtG,non-mobile,11226,Cluster 7012
A1009_Esch_coli_442_2_NODE_7_length_175499_cov_161.812920_34,A1009,Esch_coli_442_2,gb|AAC74149.2|ARO:3001216|mdtH,mobile,11208,Cluster 7286
A1009_Esch_coli_442_2_NODE_8_length_150055_cov_217.355140_21,A1009,Esch_coli_442_2,gb|BAE78116.1|ARO:3003576|eptA,non-mobile,11643,Cluster 3606
A1009_Esch_coli_442_2_NODE_8_length_150055_cov_217.355140_47,A1009,Esch_coli_442_2,gb|BAE78084.1|ARO:3003548|mdtN,non-mobile,11031,Cluster 9705
A1009_Esch_coli_442_2_NODE_8_length_150055_cov_217.355140_48,A1009,Esch_coli_442_2,gb|BAE78083.1|ARO:3003549|mdtO,non-mobile,12051,Cluster 2774
A1009_Esch_coli_442_2_NODE_8_length_150055_cov_217.355140_49,A1009,Esch_coli_442_2,gb|BAE78082.1|ARO:3003550|mdtP,non-mobile,11466,Cluster 5007
A1009_Esch_coli_442_2_NODE_9_length_148167_cov_222.464108_132,A1009,Esch_coli_442_2,gb|AAC76296.1|ARO:3000656|AcrS,mobile,10662,Cluster 13491
A1009_Esch_coli_442_2_NODE_9_length_148167_cov_222.464108_133,A1009,Esch_coli_442_2,gb|AAC76297.1|ARO:3000499|AcrE,mobile,11157,Cluster 8674
A1009_Esch_coli_442_2_NODE_9_length_148167_cov_222.464108_134,A1009,Esch_coli_442_2,gb|AAC76298.1|ARO:3000502|AcrF,mobile,13104,Cluster 1567
A1009_Esch_coli_442_2_NODE_92_length_1217_cov_77.500861_1,A1009,Esch_coli_442_2,gb|AAC75089.1|ARO:3003577|ugd,not known,1216,Cluster 8118
A1009_unmapped_NODE_1002_length_454_cov_1.000000_1,A1009,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,453,Cluster 16968
A1009_unmapped_NODE_1042_length_439_cov_1.643229_1,A1009,unmapped,gb|BAE78083.1|ARO:3003549|mdtO,not known,438,Cluster 2774
A1009_unmapped_NODE_1065_length_435_cov_1.026316_1,A1009,unmapped,gb|AAC75135.2|ARO:3000792|mdtA,not known,434,Cluster 17280
A1009_unmapped_NODE_1100_length_426_cov_1.304582_1,A1009,unmapped,gb|ABV18113.1|ARO:3001329|mdtG,not known,425,Cluster 21558
A1009_unmapped_NODE_1106_length_425_cov_2.013514_1,A1009,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,424,Cluster 24571
A1009_unmapped_NODE_1121_length_423_cov_0.869565_1,A1009,unmapped,gb|BAE78082.1|ARO:3003550|mdtP,not known,422,Cluster 17671
A1009_unmapped_NODE_1159_length_415_cov_0.863889_1,A1009,unmapped,gb|BAA15221.2|ARO:3000263|marA,not known,414,Cluster 30601
A1009_unmapped_NODE_1164_length_413_cov_2.399441_1,A1009,unmapped,gb|BAA15935.1|ARO:3000828|baeR,not known,412,Cluster 17989
A1009_unmapped_NODE_1459_length_363_cov_0.896104_1,A1009,unmapped,gb|AAC73565.1|ARO:3004043|Ecol_acrA,not known,362,Cluster 20400
A1009_unmapped_NODE_1485_length_359_cov_1.095395_1,A1009,unmapped,gb|AAC77293.1|ARO:3001214|mdtM,not known,358,Cluster 19698
A1009_unmapped_NODE_1501_length_357_cov_1.642384_1,A1009,unmapped,gb|BAE78083.1|ARO:3003549|mdtO,not known,356,Cluster 2774
A1009_unmapped_NODE_1501_length_357_cov_1.642384_2,A1009,unmapped,gb|BAE78084.1|ARO:3003548|mdtN,not known,356,Cluster 31624
A1009_unmapped_NODE_1571_length_349_cov_2.210884_1,A1009,unmapped,gb|AAC74149.2|ARO:3001216|mdtH,not known,348,Cluster 30509
A1009_unmapped_NODE_1705_length_334_cov_1.365591_1,A1009,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,333,Cluster 20645
A1009_unmapped_NODE_1731_length_332_cov_1.083032_1,A1009,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,not known,331,Cluster 20827
A1009_unmapped_NODE_1856_length_320_cov_0.924528_1,A1009,unmapped,gb|BAE78116.1|ARO:3003576|eptA,not known,319,Cluster 3606
A1009_unmapped_NODE_1907_length_316_cov_1.103448_1,A1009,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,315,Cluster 21559
A1009_unmapped_NODE_1915_length_315_cov_1.192308_1,A1009,unmapped,gb|BAE78083.1|ARO:3003549|mdtO,not known,314,Cluster 21696
A1009_unmapped_NODE_1949_length_312_cov_1.996109_1,A1009,unmapped,gb|WP_063860228.1|ARO:3006874|EC-13,not known,311,Cluster 6613
A1009_unmapped_NODE_1951_length_312_cov_1.770428_2,A1009,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,311,Cluster 31181
A1009_unmapped_NODE_1982_length_309_cov_1.748031_1,A1009,unmapped,gb|BAE78116.1|ARO:3003576|eptA,not known,308,Cluster 27211
A1009_unmapped_NODE_2015_length_307_cov_1.257937_1,A1009,unmapped,gb|AAC74149.2|ARO:3001216|mdtH,not known,306,Cluster 21974
A1009_unmapped_NODE_2039_length_305_cov_1.144000_1,A1009,unmapped,gb|AAC75271.1|ARO:3003952|YojI,not known,304,Cluster 32124
A1009_unmapped_NODE_2039_length_305_cov_1.144000_2,A1009,unmapped,gb|AAC75271.1|ARO:3003952|YojI,not known,304,Cluster 30766
A1009_unmapped_NODE_2066_length_303_cov_0.750000_1,A1009,unmapped,gb|BAE78116.1|ARO:3003576|eptA,not known,302,Cluster 22129
A1009_unmapped_NODE_2125_length_299_cov_0.946721_1,A1009,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,298,Cluster 22444
A1009_unmapped_NODE_2226_length_293_cov_1.310924_1,A1009,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,292,Cluster 22772
A1009_unmapped_NODE_2256_length_291_cov_3.940678_1,A1009,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,290,Cluster 22773
A1009_unmapped_NODE_2273_length_290_cov_1.123404_1,A1009,unmapped,gb|AAC75314.1|ARO:3003578|PmrF,not known,289,Cluster 27212
A1009_unmapped_NODE_2319_length_287_cov_1.241379_1,A1009,unmapped,gb|BAA16547.1|ARO:3000027|emrA,not known,286,Cluster 23139
A1009_unmapped_NODE_2406_length_281_cov_1.141593_2,A1009,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,mobile,280,Cluster 5604
A1009_unmapped_NODE_2422_length_280_cov_1.537778_1,A1009,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,279,Cluster 23493
A1009_unmapped_NODE_2432_length_280_cov_1.080000_1,A1009,unmapped,gb|BAE78082.1|ARO:3003550|mdtP,not known,279,Cluster 30218
A1009_unmapped_NODE_2497_length_277_cov_1.513514_1,A1009,unmapped,gb|BAE78084.1|ARO:3003548|mdtN,not known,276,Cluster 9705
A1009_unmapped_NODE_2542_length_276_cov_0.846154_1,A1009,unmapped,gb|AAC73788.1|ARO:3003841|kdpE,not known,275,Cluster 23885
A1009_unmapped_NODE_2602_length_273_cov_1.633028_1,A1009,unmapped,gb|BAE78084.1|ARO:3003548|mdtN,not known,272,Cluster 24100
A1009_unmapped_NODE_263_length_3779_cov_6.613319_1,A1009,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,3778,Cluster 9272
A1009_unmapped_NODE_263_length_3779_cov_6.613319_2,A1009,unmapped,gb|AAC75136.1|ARO:3000793|mdtB,not known,3778,Cluster 2655
A1009_unmapped_NODE_2690_length_269_cov_1.196262_1,A1009,unmapped,gb|AAC76297.1|ARO:3000499|AcrE,not known,268,Cluster 24326
A1009_unmapped_NODE_2743_length_267_cov_0.919811_1,A1009,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,266,Cluster 24327
A1009_unmapped_NODE_2810_length_264_cov_2.047847_1,A1009,unmapped,gb|AAC74000.1|ARO:3003950|msbA,not known,263,Cluster 3329
A1009_unmapped_NODE_2815_length_264_cov_1.205742_1,A1009,unmapped,gb|AAC73565.1|ARO:3004043|Ecol_acrA,not known,263,Cluster 31182
A1009_unmapped_NODE_2865_length_263_cov_0.846154_1,A1009,unmapped,gb|BAE77781.1|ARO:3000795|mdtE,not known,262,Cluster 32082
A1009_unmapped_NODE_2897_length_261_cov_1.334951_1,A1009,unmapped,gb|ABV18113.1|ARO:3001329|mdtG,not known,260,Cluster 24824
A1009_unmapped_NODE_2901_length_261_cov_1.184466_1,A1009,unmapped,gb|AAC76093.1|ARO:3002986|bacA,not known,260,Cluster 25052
A1009_unmapped_NODE_2920_length_260_cov_1.546341_1,A1009,unmapped,gb|BAE77933.1|ARO:3000518|CRP,not known,259,Cluster 25053
A1009_unmapped_NODE_3031_length_256_cov_1.313433_1,A1009,unmapped,gb|BAA15934.1|ARO:3000829|baeS,not known,255,Cluster 25303
A1009_unmapped_NODE_3120_length_253_cov_0.888889_1,A1009,unmapped,gb|WP_063860228.1|ARO:3006874|EC-13,not known,252,Cluster 31183
